id,funded_amount,loan_amount,activity,sector,use,country_code,country,region,currency,partner_id,posted_time,disbursed_time,funded_time,term_in_months,lender_count,tags,borrower_genders,repayment_interval,date
861601,1850.0,1850.0,Farming,Agriculture,to buy more fertilizer for rice.,RW,Rwanda,,RWF,161.0,2015-03-25 14:11:04+00:00,2015-02-23 08:00:00+00:00,2015-04-01 22:59:49+00:00,10.0,47,"volunteer_pick, user_favorite",female,bullet,2015-03-25
861567,1900.0,1900.0,Farming,Agriculture,To buy fertilizers for rice.,RW,Rwanda,,RWF,161.0,2015-03-25 13:24:53+00:00,2015-02-24 08:00:00+00:00,2015-04-28 23:14:46+00:00,10.0,48,"#Parent, #Vegan, #Schooling",male,bullet,2015-03-25
861624,1950.0,1950.0,Farming,Agriculture,to pay for the labor to cultivate rice.,RW,Rwanda,,RWF,161.0,2015-03-25 14:58:12+00:00,2015-02-25 08:00:00+00:00,2015-04-28 21:55:21+00:00,10.0,55,"#Parent, #Interesting Photo, #Vegan",male,bullet,2015-03-25
861496,1975.0,1975.0,Farming,Agriculture,to pay workers to harvest maize.,RW,Rwanda,,RWF,161.0,2015-03-25 11:41:09+00:00,2015-02-24 08:00:00+00:00,2015-04-19 19:41:16+00:00,8.0,65,"volunteer_pick, volunteer_like, #Parent, #Job Creator, #Vegan, user_favorite",male,bullet,2015-03-25
861618,2000.0,2000.0,Farming,Agriculture,To buy more fertilizers for maize.,RW,Rwanda,,RWF,161.0,2015-03-25 14:36:58+00:00,2015-02-25 08:00:00+00:00,2015-04-11 21:33:09+00:00,8.0,69,"#Elderly, #Parent, #Schooling, #Woman Owned Biz",female,bullet,2015-03-25
861218,1975.0,1975.0,Farming,Agriculture,To pay workers who harvest maize.,RW,Rwanda,,RWF,161.0,2015-03-25 07:27:01+00:00,2015-02-25 08:00:00+00:00,2015-04-14 14:37:32+00:00,8.0,67,#Parent,female,bullet,2015-03-25
861199,1600.0,1600.0,Farming,Agriculture,To pay workers who harvested maize.,RW,Rwanda,,RWF,161.0,2015-03-25 07:11:16+00:00,2015-02-25 08:00:00+00:00,2015-03-31 04:31:15+00:00,8.0,60,user_favorite,female,bullet,2015-03-25
861319,1900.0,1900.0,Farming,Agriculture,To pay the workers who harvest maize.,RW,Rwanda,,RWF,161.0,2015-03-25 08:39:25+00:00,2015-02-25 08:00:00+00:00,2015-04-03 16:45:22+00:00,8.0,65,"#Parent, #Job Creator",female,bullet,2015-03-25
861540,1975.0,1975.0,Farming,Agriculture,to pay workers who harvest maize.,RW,Rwanda,,RWF,161.0,2015-03-25 12:20:28+00:00,2015-02-24 08:00:00+00:00,2015-04-20 05:12:49+00:00,8.0,69,"#Job Creator, #Parent, #Vegan",male,bullet,2015-03-25
861610,1975.0,1975.0,Farming,Agriculture,To buy fertilizer for rice.,RW,Rwanda,,RWF,161.0,2015-03-25 14:22:15+00:00,2015-02-24 08:00:00+00:00,2015-04-23 23:12:44+00:00,10.0,51,"#Interesting Photo, #Parent, #Vegan, #Woman Owned Biz",female,bullet,2015-03-25
861620,1975.0,1975.0,Farming,Agriculture,To pay workers who grow rice.,RW,Rwanda,,RWF,161.0,2015-03-25 14:53:17+00:00,2015-02-25 08:00:00+00:00,2015-04-23 02:12:08+00:00,10.0,63,"#Parent, #Job Creator, #Woman Owned Biz, #Schooling, #Vegan, user_favorite",female,bullet,2015-03-25
861605,1950.0,1950.0,Farming,Agriculture,to buy fertilizer for rice.,RW,Rwanda,,RWF,161.0,2015-03-25 14:16:19+00:00,2015-02-24 08:00:00+00:00,2015-04-23 17:47:34+00:00,10.0,65,"#Parent, #Schooling, #Woman Owned Biz, #Vegan",female,bullet,2015-03-25
861600,1900.0,1900.0,Farming,Agriculture,to buy fertilizer for rice.,RW,Rwanda,,RWF,161.0,2015-03-25 14:08:42+00:00,2015-02-24 08:00:00+00:00,2015-04-18 21:36:00+00:00,10.0,70,"#Parent, #Schooling, #Vegan, #Woman Owned Biz, user_favorite",female,bullet,2015-03-25
861572,1775.0,1775.0,Farming,Agriculture,to pay workers who harvested maize.,RW,Rwanda,,RWF,161.0,2015-03-25 13:33:16+00:00,2015-02-24 08:00:00+00:00,2015-04-16 22:34:29+00:00,8.0,61,"volunteer_pick, #Parent, #Job Creator",female,bullet,2015-03-25
861190,1925.0,1925.0,Farming,Agriculture,pay harvesting labor,RW,Rwanda,,RWF,161.0,2015-03-25 07:03:32+00:00,2015-02-25 08:00:00+00:00,2015-04-07 06:26:49+00:00,8.0,67,"#Parent, user_favorite",female,bullet,2015-03-25
861589,1925.0,1925.0,Farming,Agriculture,To buy fertilizers for growing rice to sell.,RW,Rwanda,,RWF,161.0,2015-03-25 13:59:28+00:00,2015-02-24 08:00:00+00:00,2015-04-20 04:50:57+00:00,10.0,64,"#Parent, #Vegan, #Woman Owned Biz, user_favorite",female,bullet,2015-03-25
861593,1975.0,1975.0,Farming,Agriculture,To buy more fertilizers for rice.,RW,Rwanda,,RWF,161.0,2015-03-25 14:03:05+00:00,2015-02-24 08:00:00+00:00,2015-04-29 00:17:56+00:00,10.0,65,"#Parent, #Schooling, #Vegan, user_favorite",male,bullet,2015-03-25
861612,1950.0,1950.0,Farming,Agriculture,To buy more fertilizer for rice.,RW,Rwanda,,RWF,161.0,2015-03-25 14:24:42+00:00,2015-02-24 08:00:00+00:00,2015-04-24 06:48:08+00:00,10.0,58,"#Parent, #Schooling, #Vegan",female,bullet,2015-03-25
862146,1225.0,1225.0,Farming,Agriculture,to pay workers who harvested maize.,RW,Rwanda,,RWF,161.0,2015-03-26 10:16:02+00:00,2015-02-26 08:00:00+00:00,2015-04-18 14:50:06+00:00,8.0,42,"#Elderly, #Job Creator, #Woman Owned Biz, #Vegan, #Parent",female,bullet,2015-03-26
862159,1300.0,1300.0,Farming,Agriculture,To pay workers who harvested maize.,RW,Rwanda,,RWF,161.0,2015-03-26 10:37:49+00:00,2015-02-26 08:00:00+00:00,2015-04-18 00:21:58+00:00,8.0,48,"#Job Creator, #Parent, #Vegan, #Woman Owned Biz, #Schooling",female,bullet,2015-03-26
862084,1975.0,1975.0,Farming,Agriculture,To pay workers who grow rice.,RW,Rwanda,,RWF,161.0,2015-03-26 09:15:20+00:00,2015-02-25 08:00:00+00:00,2015-04-28 16:45:56+00:00,10.0,51,"#Job Creator, #Parent, #Woman Owned Biz, #Vegan",female,bullet,2015-03-26
862294,1175.0,1175.0,Farming,Agriculture,To pay workers who harvested maize.,RW,Rwanda,,RWF,161.0,2015-03-26 14:01:22+00:00,2015-02-26 08:00:00+00:00,2015-04-22 06:13:34+00:00,8.0,41,"#Vegan, #Schooling, #Parent, #Job Creator",male,bullet,2015-03-26
862173,1250.0,1250.0,Farming,Agriculture,To pay workers who harvested maize.,RW,Rwanda,,RWF,161.0,2015-03-26 11:02:16+00:00,2015-02-26 08:00:00+00:00,2015-04-21 20:29:47+00:00,8.0,43,"#Job Creator, #Vegan",male,bullet,2015-03-26
862155,975.0,975.0,Farming,Agriculture,to pay workers to help him harvest his maize,RW,Rwanda,,RWF,161.0,2015-03-26 10:33:37+00:00,2015-02-26 08:00:00+00:00,2015-04-20 11:39:33+00:00,8.0,34,"#Vegan, #Parent, #Job Creator, user_favorite",male,bullet,2015-03-26
862080,2000.0,2000.0,Farming,Agriculture,to pay workers who grow rice.,RW,Rwanda,,RWF,161.0,2015-03-26 09:09:28+00:00,2015-02-25 08:00:00+00:00,2015-04-29 13:11:29+00:00,10.0,55,"#Parent, #Job Creator, #Vegan",male,bullet,2015-03-26
862170,900.0,900.0,Farming,Agriculture,to pay workers who helped her to harvest her maize,RW,Rwanda,,RWF,161.0,2015-03-26 10:59:17+00:00,2015-02-26 08:00:00+00:00,2015-04-18 05:50:42+00:00,8.0,29,"#Vegan, #Schooling, #Parent",female,bullet,2015-03-26
862289,1275.0,1275.0,Farming,Agriculture,To pay workers who harvested maize.,RW,Rwanda,,RWF,161.0,2015-03-26 13:51:55+00:00,2015-02-26 08:00:00+00:00,2015-04-19 11:09:47+00:00,8.0,46,"#Job Creator, #Parent, #Health and Sanitation, user_favorite",female,bullet,2015-03-26
862291,1200.0,1200.0,Farming,Agriculture,To pay workers who harvested maize.,RW,Rwanda,,RWF,161.0,2015-03-26 13:57:02+00:00,2015-02-26 08:00:00+00:00,2015-04-18 23:15:49+00:00,8.0,43,"#Elderly, #Job Creator, #Vegan, #Schooling, #Parent",female,bullet,2015-03-26
862152,1175.0,1175.0,Farming,Agriculture,To pay workers who harvested maize,RW,Rwanda,,RWF,161.0,2015-03-26 10:28:38+00:00,2015-02-26 08:00:00+00:00,2015-04-21 12:55:14+00:00,8.0,43,"#Parent, #Schooling, #Vegan, #Job Creator, user_favorite",male,bullet,2015-03-26
862281,1300.0,1300.0,Farming,Agriculture,To pay workers who harvested maize.,RW,Rwanda,,RWF,161.0,2015-03-26 13:34:30+00:00,2015-02-26 08:00:00+00:00,2015-04-18 12:39:59+00:00,8.0,39,"#Parent, #Job Creator, #Vegan, #Woman Owned Biz",female,bullet,2015-03-26
862050,2000.0,2000.0,Farming,Agriculture,To pay workers who grow rice.,RW,Rwanda,,RWF,161.0,2015-03-26 08:48:13+00:00,2015-02-25 08:00:00+00:00,2015-04-24 01:39:37+00:00,10.0,49,"#Woman Owned Biz, #Vegan, #Schooling, #Parent, #Job Creator",female,bullet,2015-03-26
862176,1300.0,1300.0,Farming,Agriculture,To pay workers who harvested maize.,RW,Rwanda,,RWF,161.0,2015-03-26 11:06:27+00:00,2015-02-26 08:00:00+00:00,2015-04-21 18:15:47+00:00,8.0,48,"#Parent, #Job Creator, #Vegan",male,bullet,2015-03-26
862070,1975.0,1975.0,Farming,Agriculture,to pay workers to help her plant rice,RW,Rwanda,,RWF,161.0,2015-03-26 09:02:10+00:00,2015-02-25 08:00:00+00:00,2015-04-24 20:03:32+00:00,10.0,60,"#Job Creator, #Parent, #Vegan, #Woman Owned Biz, user_favorite",female,bullet,2015-03-26
862166,1225.0,1225.0,Farming,Agriculture,To pay workers who harvested maize.,RW,Rwanda,,RWF,161.0,2015-03-26 10:49:50+00:00,2015-02-26 08:00:00+00:00,2015-04-21 14:59:30+00:00,8.0,44,"#Elderly, #Parent, #Job Creator, #Schooling",male,bullet,2015-03-26
862148,1325.0,1325.0,Farming,Agriculture,to pay workers who harvested maize.,RW,Rwanda,,RWF,161.0,2015-03-26 10:20:48+00:00,2015-02-26 08:00:00+00:00,2015-04-21 14:59:22+00:00,8.0,47,"user_favorite, #Parent, #Vegan, #Interesting Photo",male,bullet,2015-03-26
862162,1350.0,1350.0,Farming,Agriculture,To pay workers who harvested maize.,RW,Rwanda,,RWF,161.0,2015-03-26 10:42:27+00:00,2015-02-26 08:00:00+00:00,2015-04-18 21:12:47+00:00,8.0,47,"#Elderly, #Parent, #Job Creator, #Vegan",female,bullet,2015-03-26
862276,1350.0,1350.0,Farming,Agriculture,to pay workers who harvest maize.,RW,Rwanda,,RWF,161.0,2015-03-26 13:26:41+00:00,2015-02-26 08:00:00+00:00,2015-04-21 18:58:48+00:00,8.0,50,"#Parent, #Job Creator, #Vegan, #Inspiring Story, user_favorite",male,bullet,2015-03-26
862142,1250.0,1250.0,Farming,Agriculture,To pay workers who harvested maize.,RW,Rwanda,,RWF,161.0,2015-03-26 10:08:44+00:00,2015-02-26 08:00:00+00:00,2015-04-20 13:30:42+00:00,8.0,48,"#Job Creator, #Parent, #Vegan",male,bullet,2015-03-26
862140,1050.0,1050.0,Farming,Agriculture,To pay workers who harvested maize.,RW,Rwanda,,RWF,161.0,2015-03-26 10:04:56+00:00,2015-02-26 08:00:00+00:00,2015-04-17 19:21:57+00:00,8.0,38,"#Woman Owned Biz, #Vegan, #Parent, #Job Creator, #Schooling, user_favorite",female,bullet,2015-03-26
862118,1325.0,1325.0,Farming,Agriculture,To pay workers who harvested maize.,RW,Rwanda,,RWF,161.0,2015-03-26 09:41:46+00:00,2015-02-26 08:00:00+00:00,2015-04-17 17:51:41+00:00,8.0,47,"#Job Creator, #Parent, #Vegan, #Elderly",female,bullet,2015-03-26
862094,1975.0,1975.0,Farming,Agriculture,to pay workers who grow rice.,RW,Rwanda,,RWF,161.0,2015-03-26 09:21:02+00:00,2015-02-25 08:00:00+00:00,2015-04-29 19:49:13+00:00,10.0,66,"#Parent, #Vegan",male,bullet,2015-03-26
862137,1300.0,1300.0,Farming,Agriculture,To pay workers who harvested maize.,RW,Rwanda,,RWF,161.0,2015-03-26 10:00:53+00:00,2015-02-26 08:00:00+00:00,2015-04-18 04:57:56+00:00,8.0,47,"#Elderly, #Job Creator, #Parent, #Schooling, #Vegan, user_favorite",female,bullet,2015-03-26
862279,1250.0,1250.0,Farming,Agriculture,to pay workers who harvest maize.,RW,Rwanda,,RWF,161.0,2015-03-26 13:30:56+00:00,2015-02-26 08:00:00+00:00,2015-04-12 18:17:04+00:00,8.0,34,"#Parent, #Woman Owned Biz, #Schooling, #Job Creator, #Vegan",female,bullet,2015-03-26
862164,1250.0,1250.0,Farming,Agriculture,To pay workers who harvested maize.,RW,Rwanda,,RWF,161.0,2015-03-26 10:46:28+00:00,2015-02-26 08:00:00+00:00,2015-04-18 12:58:10+00:00,8.0,39,"volunteer_pick, #Parent, #Job Creator, #Woman Owned Biz",female,bullet,2015-03-26
862306,1225.0,1225.0,Farming,Agriculture,to pay workers who harvested maize.,RW,Rwanda,,RWF,161.0,2015-03-26 14:35:22+00:00,2015-02-26 08:00:00+00:00,2015-04-18 15:19:05+00:00,8.0,43,"#Woman Owned Biz, #Vegan, #Parent",female,bullet,2015-03-26
862169,1100.0,1100.0,Farming,Agriculture,To pay workers who harvested maize.,RW,Rwanda,,RWF,161.0,2015-03-26 10:55:16+00:00,2015-02-26 08:00:00+00:00,2015-04-21 17:21:34+00:00,8.0,38,"#Animals, #Job Creator",male,bullet,2015-03-26
862338,8175.0,8175.0,Food Market,Food,"to buy more tomatoes, onions and beans to sell.",RW,Rwanda,,RWF,161.0,2015-03-26 15:16:24+00:00,2015-02-26 08:00:00+00:00,2015-04-10 20:57:09+00:00,6.0,35,"user_favorite, user_favorite, user_favorite, user_favorite","female, female, female, female, female, female, female, female, female, female, female, female, female, female, female, female, female, female, female, female, female, female, female, female, female, female, female, female, female",irregular,2015-03-26
862284,1275.0,1275.0,Farming,Agriculture,To pay workers who harvested maize.,RW,Rwanda,,RWF,161.0,2015-03-26 13:37:50+00:00,2015-02-26 08:00:00+00:00,2015-04-21 20:08:47+00:00,8.0,45,"#Elderly, #Job Creator, #Parent",male,bullet,2015-03-26
862076,1975.0,1975.0,Farming,Agriculture,to pay workers who grow rice.,RW,Rwanda,,RWF,161.0,2015-03-26 09:05:44+00:00,2015-02-25 08:00:00+00:00,2015-04-02 10:04:03+00:00,10.0,73,"user_favorite, user_favorite",female,bullet,2015-03-26
862128,1200.0,1200.0,Farming,Agriculture,to pay workers who harvested maize.,RW,Rwanda,,RWF,161.0,2015-03-26 09:49:03+00:00,2015-02-26 08:00:00+00:00,2015-04-09 02:49:03+00:00,8.0,47,"#Elderly, #Job Creator, #Inspiring Story, #Woman Owned Biz, user_favorite",female,bullet,2015-03-26
862151,1250.0,1250.0,Farming,Agriculture,to pay workers who harvested maize.,RW,Rwanda,,RWF,161.0,2015-03-26 10:25:38+00:00,2015-02-26 08:00:00+00:00,2015-04-21 16:53:41+00:00,8.0,47,"#Job Creator, #Parent, #Vegan",male,bullet,2015-03-26
862287,1325.0,1325.0,Farming,Agriculture,To pay workers who harvested maize.,RW,Rwanda,,RWF,161.0,2015-03-26 13:45:31+00:00,2015-02-26 08:00:00+00:00,2015-04-22 00:55:01+00:00,8.0,49,"#Elderly, #Job Creator, #Parent, user_favorite",male,bullet,2015-03-26
862831,525.0,525.0,Food Market,Food,"to buy more bread, juice and milk to sell.",RW,Rwanda,,RWF,161.0,2015-03-27 14:27:00+00:00,2015-02-26 08:00:00+00:00,2015-04-03 22:01:34+00:00,6.0,13,user_favorite,female,irregular,2015-03-27
862875,1250.0,1475.0,Vehicle,Personal Use,To buy a car for his business.,RW,Rwanda,,RWF,161.0,2015-03-27 15:41:23+00:00,2015-02-26 08:00:00+00:00,,10.0,29,"#Parent, user_favorite, user_favorite",male,irregular,2015-03-27
862805,875.0,875.0,Used Shoes,Clothing,To buy more used shoes and bed covers to sell.,RW,Rwanda,,RWF,161.0,2015-03-27 13:18:06+00:00,2015-02-26 08:00:00+00:00,2015-04-03 17:47:04+00:00,6.0,10,,female,irregular,2015-03-27
862862,600.0,600.0,Retail,Retail,"To buy more items, such as biscuits and salt, to sell.",RW,Rwanda,,RWF,161.0,2015-03-27 15:25:23+00:00,2015-02-26 08:00:00+00:00,2015-04-21 15:20:54+00:00,10.0,18,#Parent,male,irregular,2015-03-27
862864,600.0,600.0,Construction Supplies,Construction,To expand her mobile money business.,RW,Rwanda,,RWF,161.0,2015-03-27 15:27:30+00:00,2015-02-26 08:00:00+00:00,2015-04-18 14:25:17+00:00,10.0,20,"#Parent, #Technology",female,irregular,2015-03-27
862873,875.0,875.0,Food Market,Food,To buy more sorghum to sell.,RW,Rwanda,,RWF,161.0,2015-03-27 15:39:47+00:00,2015-02-26 08:00:00+00:00,2015-04-23 19:08:34+00:00,10.0,29,"#Parent, #Vegan",female,irregular,2015-03-27
862814,750.0,750.0,Home Products Sales,Retail,to buy more bed covers to sell,RW,Rwanda,,RWF,161.0,2015-03-27 13:48:26+00:00,2015-02-26 08:00:00+00:00,2015-04-03 17:50:09+00:00,6.0,7,,female,irregular,2015-03-27
862876,450.0,450.0,Food,Food,To buy more cassava and Irish potatoes to sell.,RW,Rwanda,,RWF,161.0,2015-03-27 15:43:26+00:00,2015-02-26 08:00:00+00:00,2015-04-18 04:50:38+00:00,10.0,12,"user_favorite, #Vegan, #Woman Owned Biz",female,irregular,2015-03-27
862821,600.0,600.0,Home Products Sales,Retail,To buy more bed sheets to sell.,RW,Rwanda,,RWF,161.0,2015-03-27 14:01:01+00:00,2015-02-26 08:00:00+00:00,2015-04-03 17:39:09+00:00,6.0,1,,male,irregular,2015-03-27
862859,900.0,900.0,Clothing Sales,Clothing,to buy more clothes to sell.,RW,Rwanda,,RWF,161.0,2015-03-27 15:19:01+00:00,2015-02-26 08:00:00+00:00,2015-04-21 09:54:23+00:00,10.0,33,"#Woman Owned Biz, #Widowed",female,irregular,2015-03-27
862877,875.0,875.0,Construction Supplies,Construction,to buy more metals to sell.,RW,Rwanda,,RWF,161.0,2015-03-27 15:47:41+00:00,2015-02-26 08:00:00+00:00,2015-04-22 04:23:58+00:00,10.0,33,"#Elderly, #Parent",male,irregular,2015-03-27
862869,450.0,450.0,Restaurant,Food,"To buy more rice, salt and other items for her business.",RW,Rwanda,,RWF,161.0,2015-03-27 15:31:58+00:00,2015-02-26 08:00:00+00:00,2015-04-14 22:44:05+00:00,10.0,17,"user_favorite, #Parent, #Woman Owned Biz",female,irregular,2015-03-27
862861,750.0,750.0,Retail,Retail,"To buy more cakes, milk and biscuits to sell.",RW,Rwanda,,RWF,161.0,2015-03-27 15:21:59+00:00,2015-02-26 08:00:00+00:00,2015-04-20 01:12:11+00:00,10.0,23,"#Parent, #Woman Owned Biz",female,irregular,2015-03-27
862799,450.0,450.0,Home Products Sales,Retail,to buy more bed sheets to sell.,RW,Rwanda,,RWF,161.0,2015-03-27 13:04:38+00:00,2015-02-25 08:00:00+00:00,2015-04-03 21:43:07+00:00,6.0,4,,female,irregular,2015-03-27
862885,750.0,750.0,Retail,Retail,to buy more cattle skins to sell.,RW,Rwanda,,RWF,161.0,2015-03-27 15:56:50+00:00,2015-02-26 08:00:00+00:00,2015-05-03 20:12:24+00:00,10.0,27,"#Elderly, #Parent, user_favorite, user_favorite",male,irregular,2015-03-27
862812,750.0,750.0,Used Shoes,Clothing,To buy more shoes to sell.,RW,Rwanda,,RWF,161.0,2015-03-27 13:37:30+00:00,2015-02-26 08:00:00+00:00,2015-04-03 17:36:04+00:00,6.0,6,,male,irregular,2015-03-27
862842,6725.0,6725.0,Food Market,Food,to buy more beans and sorghum to sell.,RW,Rwanda,,RWF,161.0,2015-03-27 14:51:51+00:00,2015-02-26 08:00:00+00:00,2015-04-04 06:23:39+00:00,6.0,31,,"female, female, male, female, female, female, female, female, female, female, female, female, female, female, female, female, female, female, female, female, female, female, male, female, female, female, male, male, female, female",irregular,2015-03-27
863691,1475.0,1475.0,Retail,Retail,"to buy more rice, sugar and salt to sell.",RW,Rwanda,,RWF,161.0,2015-03-30 07:51:19+00:00,2015-02-27 08:00:00+00:00,2015-04-05 03:30:02+00:00,6.0,21,,female,irregular,2015-03-30
863697,750.0,750.0,General Store,Retail,"To buy more rice, sugar and salt to sell.",RW,Rwanda,,RWF,161.0,2015-03-30 07:53:11+00:00,2015-02-27 08:00:00+00:00,2015-04-05 03:30:02+00:00,6.0,8,,female,irregular,2015-03-30
863942,875.0,875.0,Food Market,Food,"To buy more beans, sorghum, Irish potatoes, and cassava to sell.",RW,Rwanda,,RWF,161.0,2015-03-30 13:29:09+00:00,2015-03-02 08:00:00+00:00,2015-04-19 13:33:06+00:00,9.0,32,"#Woman Owned Biz, #Schooling, #Parent, user_favorite",female,irregular,2015-03-30
863707,600.0,600.0,Food Market,Food,"To buy more beans, sorghum and local juice to sell.",RW,Rwanda,,RWF,161.0,2015-03-30 07:57:15+00:00,2015-02-27 08:00:00+00:00,2015-04-05 03:13:14+00:00,6.0,5,,female,irregular,2015-03-30
863687,600.0,600.0,Retail,Retail,to buy more sorghum to sell.,RW,Rwanda,,RWF,161.0,2015-03-30 07:46:02+00:00,2015-02-27 08:00:00+00:00,2015-04-04 23:48:41+00:00,6.0,6,,male,irregular,2015-03-30
863931,1025.0,1025.0,Restaurant,Food,"To buy more potatoes, beans and meat in order to make more food to sell.",RW,Rwanda,,RWF,161.0,2015-03-30 12:58:48+00:00,2015-03-02 08:00:00+00:00,2015-04-18 14:19:05+00:00,9.0,36,"#Elderly, #Woman Owned Biz, #Schooling, #Parent, user_favorite, user_favorite",female,irregular,2015-03-30
864365,1975.0,1975.0,Farming,Agriculture,To buy fertilizer to grow rice.,RW,Rwanda,,RWF,161.0,2015-03-31 08:44:04+00:00,2015-03-05 08:00:00+00:00,2015-04-12 19:02:39+00:00,10.0,72,#Parent,male,bullet,2015-03-31
864304,600.0,600.0,Food,Food,to buy beans and sorghum to sell,RW,Rwanda,,RWF,161.0,2015-03-31 07:32:46+00:00,2015-03-02 08:00:00+00:00,2015-04-06 04:19:49+00:00,5.0,8,"volunteer_pick, volunteer_like",female,irregular,2015-03-31
864509,1975.0,1975.0,Farming,Agriculture,To buy fertilizer to grow rice.,RW,Rwanda,,RWF,161.0,2015-03-31 12:19:51+00:00,2015-03-05 08:00:00+00:00,2015-04-28 21:01:08+00:00,10.0,46,"#Parent, #Vegan, #Biz Durable Asset",female,bullet,2015-03-31
864390,1950.0,1950.0,Farming,Agriculture,to buy fertilizers to grow rice.,RW,Rwanda,,RWF,161.0,2015-03-31 09:11:19+00:00,2015-03-05 08:00:00+00:00,2015-04-22 05:37:53+00:00,10.0,68,"#Parent, #Vegan",female,bullet,2015-03-31
864301,600.0,600.0,Grocery Store,Food,"To buy more sugar, rice, and cooking oil for resale.",RW,Rwanda,,RWF,161.0,2015-03-31 07:21:44+00:00,2015-03-02 08:00:00+00:00,2015-04-06 03:48:06+00:00,5.0,5,,male,irregular,2015-03-31
864354,2000.0,2000.0,Farming,Agriculture,To buy fertilizer and pay school fees for his children.,RW,Rwanda,,RWF,161.0,2015-03-31 08:24:52+00:00,2015-03-05 08:00:00+00:00,2015-04-08 17:44:04+00:00,10.0,79,"#Parent, #Schooling, #Vegan",male,bullet,2015-03-31
864591,1975.0,1975.0,Farming,Agriculture,to buy fertilizer to grow rice.,RW,Rwanda,,RWF,161.0,2015-03-31 15:18:23+00:00,2015-03-05 08:00:00+00:00,2015-04-28 15:47:36+00:00,10.0,65,"#Parent, #Vegan",female,bullet,2015-03-31
864516,1975.0,1975.0,Farming,Agriculture,To buy fertilizers and pay school fees for her children.,RW,Rwanda,,RWF,161.0,2015-03-31 12:30:02+00:00,2015-03-05 08:00:00+00:00,2015-04-08 13:52:35+00:00,10.0,67,"#Health and Sanitation, #Parent, #Schooling, #Vegan",female,bullet,2015-03-31
864595,1700.0,2000.0,Farming,Agriculture,to buy fertilizer to grow rice.,RW,Rwanda,,RWF,161.0,2015-03-31 15:23:09+00:00,2015-03-05 08:00:00+00:00,,10.0,15,"#Parent, #Vegan, #Schooling",male,bullet,2015-03-31
864492,1975.0,1975.0,Farming,Agriculture,To buy fertilizer to grow rice.,RW,Rwanda,,RWF,161.0,2015-03-31 12:01:14+00:00,2015-03-05 08:00:00+00:00,2015-05-06 15:25:02+00:00,10.0,65,"#Parent, #Schooling, #Vegan, user_favorite",female,bullet,2015-03-31
864417,2000.0,2000.0,Farming,Agriculture,To buy fertilizers and pay workers.,RW,Rwanda,,RWF,161.0,2015-03-31 09:46:37+00:00,2015-03-05 08:00:00+00:00,2015-04-24 21:23:34+00:00,10.0,62,"#Job Creator, #Parent, user_favorite",female,bullet,2015-03-31
864485,1975.0,1975.0,Farming,Agriculture,to buy fertilizers to grow rice.,RW,Rwanda,,RWF,161.0,2015-03-31 11:46:42+00:00,2015-03-05 08:00:00+00:00,2015-04-11 13:37:09+00:00,10.0,48,"#Health and Sanitation, #Parent, #Vegan",female,bullet,2015-03-31
864444,2000.0,2000.0,Farming,Agriculture,to buy fertilizers and pay her children's school fees.,RW,Rwanda,,RWF,161.0,2015-03-31 10:23:44+00:00,2015-03-05 08:00:00+00:00,2015-04-19 22:20:22+00:00,10.0,64,,female,bullet,2015-03-31
864378,1950.0,1950.0,Farming,Agriculture,To buy fertilizer to grow rice.,RW,Rwanda,,RWF,161.0,2015-03-31 08:54:45+00:00,2015-03-05 08:00:00+00:00,2015-04-08 22:06:57+00:00,10.0,73,"#Parent, #Vegan",female,bullet,2015-03-31
864583,1775.0,1975.0,Farming,Agriculture,to buy fertilizer and pay school fees for his child.,RW,Rwanda,,RWF,161.0,2015-03-31 15:06:01+00:00,2015-03-05 08:00:00+00:00,,10.0,44,"#Parent, #Schooling",male,bullet,2015-03-31
864396,2000.0,2000.0,Farming,Agriculture,to buy fertilizers to grow rice.,RW,Rwanda,,RWF,161.0,2015-03-31 09:17:45+00:00,2015-03-05 08:00:00+00:00,2015-05-04 19:57:18+00:00,10.0,25,"#Parent, #Vegan, #Schooling",male,bullet,2015-03-31
864309,450.0,450.0,Clothing Sales,Clothing,to buy more shoes to sell.,RW,Rwanda,,RWF,161.0,2015-03-31 07:39:56+00:00,2015-03-02 08:00:00+00:00,2015-04-06 03:47:44+00:00,5.0,5,,male,irregular,2015-03-31
864564,1975.0,1975.0,Farming,Agriculture,to buy fertilizer to grow rice.,RW,Rwanda,,RWF,161.0,2015-03-31 14:43:42+00:00,2015-03-05 08:00:00+00:00,2015-04-29 19:44:55+00:00,10.0,40,"#Parent, #Vegan",female,bullet,2015-03-31
864600,1900.0,1900.0,Farming,Agriculture,to buy fertilizer to grow rice.,RW,Rwanda,,RWF,161.0,2015-03-31 15:30:55+00:00,2015-03-05 08:00:00+00:00,2015-04-29 00:53:10+00:00,10.0,29,#Parent,female,bullet,2015-03-31
864597,1950.0,1950.0,Farming,Agriculture,to buy fertilizer to grow rice.,RW,Rwanda,,RWF,161.0,2015-03-31 15:26:26+00:00,2015-03-05 08:00:00+00:00,2015-04-21 15:51:29+00:00,10.0,73,"#Parent, #Vegan",female,bullet,2015-03-31
